1000;0100000001;2010;AA;20100101;EUR
1000;0100000002;2010;AA;20100101;EUR
1000;0100000003;2010;AA;20100101;EUR
1000;0100000004;2010;SA;20100101;EUR
1000;0100000005;2010;SA;20100101;EUR
1000;0100000006;2010;SA;20100101;EUR
1000;0100000007;2010;SA;20100101;EUR
1000;0100000008;2010;SA;20100101;EUR
1000;0100000009;2010;SA;20100101;EUR
1000;0100000010;2010;SA;20100101;EUR
1000;0100000011;2010;SA;20100101;EUR
1000;0100000012;2010;SA;20100101;EUR
1000;0100000013;2010;SA;20100101;EUR
1000;0100000014;2010;SA;20100101;EUR
1000;0100000015;2010;SA;20100101;EUR
1000;0100000016;2010;SA;20100101;EUR
1000;0100000017;2010;SA;20100101;EUR
1000;0100000018;2010;SA;20100101;EUR
1000;0100000019;2010;SA;20100101;EUR
1000;0100000020;2010;SA;20100101;EUR
1000;0100000021;2010;SA;20100101;EUR
1000;0100000022;2010;SA;20100101;EUR
1000;0100000023;2010;SA;20100101;EUR
1000;0100000024;2010;SA;20100101;EUR
1000;0100000025;2010;SA;20100101;EUR
1000;0100000026;2010;SA;20100101;EUR
1000;0100000027;2010;SA;20100101;EUR
1000;0100000028;2010;SA;20100101;EUR
1000;0100000029;2010;SA;20100101;EUR
1000;0100000030;2010;SA;20100101;EUR
1000;0100000031;2010;SA;20100101;EUR
1000;0100000032;2010;SA;20100101;EUR
1000;0100000033;2010;SA;20100101;EUR
1000;0100000034;2010;SA;20100101;EUR
1000;0100000035;2010;SA;20100101;EUR
1000;0100000036;2010;SA;20100101;EUR
1000;0100000037;2010;SA;20100101;EUR
1000;0100000038;2010;SA;20100101;EUR
1000;0100000039;2010;SA;20100101;EUR
1000;0100000040;2010;SA;20100101;EUR
1000;0100000041;2010;SA;20100101;EUR
1000;0100000042;2010;SA;20100101;EUR
1000;0100000043;2010;SA;20100101;EUR
1000;0100000044;2010;SA;20100101;EUR
1000;0100000045;2010;SA;20100101;EUR
1000;0100000046;2010;SA;20100101;EUR
1000;0100000047;2010;SA;20100101;EUR
1000;0100000048;2010;SA;20100101;EUR
1000;0100000049;2010;SA;20100101;EUR
1000;0100000050;2010;SA;20100101;EUR
1000;0100000051;2010;SA;20100101;EUR
1000;0100000052;2010;SA;20100101;EUR
1000;0100000053;2010;SA;20100101;EUR
1000;0100000054;2010;SA;20100101;EUR
1000;0100000055;2010;SA;20100101;EUR
1000;0100000056;2010;SA;20100101;EUR
1000;0100000057;2010;SA;20100101;EUR
1000;0100000058;2010;SA;20100101;EUR
1000;0100000059;2010;SA;20100101;EUR
1000;0100000060;2010;SA;20100101;EUR
1000;0100000061;2010;SA;20100101;EUR
1000;0100000062;2010;SA;20100101;EUR
1000;0100000063;2010;SA;20100101;EUR
1000;0100000064;2010;SA;20100101;EUR
1000;0100000065;2010;SA;20100101;EUR
1000;0100000066;2010;SA;20100101;EUR
1000;0100000067;2010;SA;20100101;EUR
1000;0100000068;2010;SA;20100101;EUR
1000;0100000069;2010;SA;20100101;EUR
1000;0100000070;2010;SA;20100101;EUR
1000;0100000071;2010;SA;20100101;EUR
1000;0100000072;2010;SA;20100101;EUR
1000;0100000073;2010;SA;20100101;EUR
1000;0100000074;2010;SA;20100101;EUR
1000;0100000075;2010;SA;20100101;EUR
1000;0100000076;2010;SA;20100101;EUR
1000;0100000077;2010;SA;20100101;EUR
1000;0100000078;2010;SA;20100101;EUR
1000;0100000079;2010;SA;20100101;EUR
1000;0100000080;2010;SA;20100101;EUR
1000;0100000081;2010;SA;20100101;EUR
